brand,product,processor,ram_gb,gpu,os,screen_size,price,Cpu_brand,Gpu_brand,hdd,ssd,LogPrice,storage_gb,weight_kg,total_pixels,ppi,processor_score,gpu_score,performance_score,portability_score,value_score,is_gaming,is_ultraportable,brand_encoded,product_encoded,processor_encoded,gpu_encoded,os_encoded,Cpu_brand_encoded,Gpu_brand_encoded
Xiaomi,Notebook Pro 120G Laptop,"Octa Core, 12 Threads",16,Intel UHD Graphics,Windows 11 OS,14.0,72422,"Octa Core,",Intel,0,512,11.1902654,512,2.0,2073600,102.85714285714286,8,2,4.550000000000001,6.0,0.6282621302919004,0,0,27,413,23,126,12,14,17
Acer,Extensa 15 EX215-54 Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,31500,"Dual Core,",Intel,0,512,10.35774282,512,2.0,2073600,92.3076923076923,3,2,2.3000000000000003,6.0,0.7301587301587302,0,0,1,158,17,112,12,10,17
Asus,VivoBook 14 X415EA-EK322WS Notebook,"Dual Core, 4 Threads",8,Intel Integrated Intel UHD,Windows 11 OS,14.0,37990,"Dual Core,",Intel,0,512,10.54507825,512,2.0,2073600,102.85714285714286,3,2,2.3000000000000003,6.0,0.6054224795998948,0,0,3,664,17,108,12,10,17
HP,Victus 15-fb0050AX Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,63490,"Hexa Core,",4GB,0,512,11.05863769,512,2.0,2073600,92.3076923076923,6,6,4.7,6.0,0.7402740589069144,1,0,9,637,19,33,12,12,8
Lenovo,IdeaPad Slim 5 82SF008YIN Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,60990,10 Cores,Intel,0,512,11.0184652,512,2.0,2073600,92.3076923076923,7,2,4.15,6.0,0.6804394162977537,0,0,14,277,1,123,12,0,17
Lenovo,IdeaPad Slim 3 82KU017EIN Laptop,"Hexa Core, 12 Threads",8,AMD Radeon,Windows 11 OS,15.6,39900,"Hexa Core,",AMD,0,512,10.5941316,512,2.0,2073600,92.3076923076923,6,3,3.8000000000000003,6.0,0.9523809523809524,0,0,14,268,19,72,12,12,12
Asus,VivoBook 15 X1500EA-EJ322WS Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,33990,"Dual Core,",Intel,0,512,10.43382164,512,2.0,2073600,92.3076923076923,3,2,2.3000000000000003,6.0,0.6766696087084437,0,0,3,668,17,126,12,10,17
HP,Pavilion 15s-fq5112TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,57580,10 Cores,Intel,0,512,10.96093056,512,2.0,2073600,92.3076923076923,7,2,4.15,6.0,0.7207363667940258,0,0,9,463,1,123,12,0,17
Asus,ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,"Octa Core, 16 Threads",32,16GB NVIDIA GeForce RTX 3080 Ti,Windows 11 OS,16.0,339990,"Octa Core,",16GB,0,2000,12.73667148,2000,2.0,2073600,90.0,8,9,7.8765625,6.0,0.231670416776964,1,0,3,504,24,6,12,14,3
HP,15s-fq2672TU Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,34999,"Dual Core,",Intel,0,512,10.46307477,512,2.0,2073600,92.3076923076923,3,2,2.3000000000000003,6.0,0.6571616331895198,0,0,9,32,17,112,12,10,17
HP,15s-fq5111TU Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe,Windows 11 OS,15.6,54990,10 Cores,Intel,0,512,10.91490663,512,2.0,2073600,92.3076923076923,7,2,3.9000000000000004,6.0,0.7092198581560285,0,0,9,39,1,121,12,0,17
HP,15s-dr3506TU Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,35999,"Dual Core,",Intel,0,0,10.49124644,256,2.0,2073600,92.3076923076923,3,2,2.1750000000000003,6.0,0.6041834495402651,0,0,9,23,17,126,12,10,17
HP,15s-du3614TU Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,41710,"Dual Core,",Intel,0,0,10.63849619,256,2.0,2073600,92.3076923076923,3,2,2.1750000000000003,6.0,0.521457684008631,0,0,9,24,17,112,12,10,17
Dell,Vostro 5625 laptop,"Hexa Core, 12 Threads",8,AMD Radeon Graphics,Windows 11 OS,16.0,50090,"Hexa Core,",AMD,0,512,10.82157667,512,2.0,2073600,90.0,6,3,3.8000000000000003,6.0,0.7586344579756439,0,0,6,771,19,80,12,12,12
HP,Pavilion 14s- fy1003AU Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 11 OS,14.0,45890,"Hexa Core,",AMD,0,512,10.73400251,512,2.0,2073600,102.85714285714286,6,3,4.050000000000001,6.0,0.8825452168228373,0,0,9,450,19,80,12,12,12
HP,15s-eq1559AU Laptop,"Dual Core, 2 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,29990,"Dual Core,",AMD,0,512,10.30861927,512,2.0,2073600,92.3076923076923,3,3,2.6,6.0,0.8669556518839613,0,0,9,25,16,80,12,10,12
HP,15s-FR2511TU Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,37672,"Dual Core,",Intel,0,512,10.53667239,512,2.0,2073600,92.3076923076923,3,2,2.3000000000000003,6.0,0.6105330218730092,0,0,9,20,17,126,12,10,17
Dell,G15-5525 Gaming Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,83523,"Octa Core,",4GB,0,512,11.33287732,512,2.0,2073600,92.3076923076923,8,6,5.75,6.0,0.688433126204758,1,0,6,163,24,33,12,14,8
Acer,Aspire 5 A515-57G Gaming Laptop,"12 Cores (4P + 8E), 16 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,52128,12 Cores,4GB,0,512,10.86145751,512,2.0,2073600,92.3076923076923,8,5,5.2,6.0,0.9975445058317988,1,0,1,87,6,31,12,2,8
Acer,Aspire 3 A315-59 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics ,Windows 11 OS,15.6,39990,10 Cores,Intel,0,512,10.5963847,512,2.0,2073600,92.3076923076923,7,2,3.9000000000000004,6.0,0.9752438109527383,0,0,1,76,1,124,12,0,17
Dell,Inspiron 3525 Laptop,"Octa Core, 16 Threads",8,AMD Radeon Radeon Graphics,Windows 11 OS,15.6,54790,"Octa Core,",AMD,0,512,10.91126297,512,2.0,2073600,92.3076923076923,8,3,4.6,6.0,0.8395692644643182,0,0,6,306,24,83,12,14,12
Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,"14 Cores (6P + 8E), 20 Threads",32,8GB NVIDIA GeForce RTX 3070 Ti,Windows 11 OS,16.0,147090,14 Cores,8GB,0,2000,11.89879992,2000,2.0,2073600,90.0,9,8,7.9765625,6.0,0.5422912842477395,1,0,1,482,8,60,12,3,11
HP,Pavilion 14-dv2041TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14.0,67990,10 Cores,Intel,0,512,11.12711591,512,2.0,2073600,102.85714285714286,7,2,4.15,6.0,0.6103838799823503,0,0,9,447,1,123,12,0,17
MSI,Thin GF63 11SC-853IN Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA Geforce GTX1650 Max Q,Windows 10 OS,15.6,49290,"Hexa Core,",4GB,0,512,10.8054765,512,2.0,2073600,92.3076923076923,6,4,4.1000000000000005,6.0,0.8318117265165349,1,0,15,551,19,42,10,12,8
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,"Quad Core, 8 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11  OS,15.6,51990,"Quad Core,",4GB,0,512,10.85880667,512,2.0,2073600,92.3076923076923,5,4,3.7,6.0,0.7116753221773419,1,0,3,543,28,27,11,16,8
HP,Pavilion 14-dv2015TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14.0,83149,10 Cores,Intel,0,1000,11.32838946,1000,2.0,2073600,102.85714285714286,7,2,4.38828125,6.0,0.52776115768079,0,0,9,446,1,123,12,0,17
HP,Pavilion 15s-FQ5009TU Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe,Windows 11 OS,15.6,54999,10 Cores,Intel,0,512,10.91507028,512,2.0,2073600,92.3076923076923,7,2,3.9000000000000004,6.0,0.709103801887307,0,0,9,460,1,121,12,0,17
Samsung,Galaxy Book2 15 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,74990,10 Cores,Intel,0,512,11.22511005,512,2.0,2073600,92.3076923076923,7,2,4.15,6.0,0.55340712094946,0,0,21,194,1,123,12,0,17
Lenovo,IdeaPad Gaming 3 82K200X3IN Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,66990,"Octa Core,",4GB,0,512,11.11229863,512,2.0,2073600,92.3076923076923,8,6,5.75,6.0,0.858337065233617,1,0,14,254,24,33,12,14,8
HP,Pavilion 15-eg2009TU Laptop,"12 Cores (4P + 8E), 16 Threads",8,Intel Iris Xe,Windows 11 OS,15.6,61990,12 Cores,Intel,0,512,11.03472836,512,2.0,2073600,92.3076923076923,8,2,4.300000000000001,6.0,0.6936602677851268,0,0,9,452,6,121,12,2,17
HP,Pavilion 14-ec1003AU Laptop,"Hexa Core, 12 Threads",8,AMD Radeon Graphics,Windows 11 OS,14.0,51573,"Hexa Core,",AMD,0,512,10.85075356,512,2.0,2073600,102.85714285714286,6,3,3.8000000000000003,6.0,0.7368196536947628,0,0,9,449,19,80,12,12,12
Acer,Aspire 3 A315-58 Laptop UN.ADDSI.036 Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows OS,15.6,31500,"Dual Core,",Intel,0,256,10.35774282,256,2.0,2073600,92.3076923076923,3,2,2.1750000000000003,6.0,0.6904761904761906,0,0,1,75,17,112,13,10,17
Acer,Extensa EX215-54 NX.EGJSI.00E Laptop,"Dual Core, 4 Threads",4,Intel Integrated UHD,Windows 11 OS,15.6,29000,"Dual Core,",Intel,0,256,10.27505111,256,2.0,2073600,92.3076923076923,3,2,2.0500000000000003,6.0,0.706896551724138,0,0,1,160,17,112,12,10,17
HP,15s-eq2143au Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows OS,15.6,32990,"Quad Core,",AMD,0,512,10.40395976,512,2.0,2073600,92.3076923076923,5,3,3.4,6.0,1.0306153379812064,0,0,9,27,28,79,13,16,12
Lenovo,Ideapad 15ALC6 82KU017KIN Laptop,"Hexa Core, 12 Threads",8,AMD Radeon,Windows 11 OS,15.6,36990,"Hexa Core,",AMD,0,512,10.51840288,512,2.0,2073600,92.3076923076923,6,3,3.8000000000000003,6.0,1.0273046769397136,0,0,14,283,19,72,12,12,12
Apple,MacBook Pro 14 inch MKGQ3HN Laptop,10 Cores (8P + 2E),16,16-core GPU,Mac OS,14.2,239900,10 Cores,16-core,0,1000,12.38797745,1000,2.0,2073600,101.40845070422536,7,3,4.68828125,6.0,0.19542647978324304,0,0,2,381,3,5,7,0,2
Apple,MacBook Pro 16 inch MK1A3HN Laptop,10 Cores,32,32-core GPU,Mac OS,16.2,309490,10 Cores,32-core,0,1000,12.64268106,1000,2.0,2073600,88.88888888888889,7,3,5.18828125,6.0,0.16763970564477043,0,0,2,384,0,15,7,0,7
Dell,Inspiron 3511 Laptop,"Quad Core, 8 Threads",8,Intel Iris Xe Graphics,Windows 10  OS,15.6,49990,"Quad Core,",Intel,0,512,10.81957826,512,2.0,2073600,92.3076923076923,5,2,3.1,6.0,0.6201240248049611,0,0,6,297,28,123,9,16,17
Dell,Inspiron 3511 Laptop,"Dual Core, 4 Threads",8,Intel Integrated,Windows 10 OS,15.6,40250,"Dual Core,",Intel,0,0,10.60286528,256,2.0,2073600,92.3076923076923,3,2,2.1750000000000003,6.0,0.5403726708074534,0,0,6,297,17,102,10,10,17
Asus,VivoBook F571LH-BQ435T Gaming Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce GTX 1650,Windows 10 OS,15.6,59990,"Octa Core,",4GB,0,512,11.00193316,512,2.0,2073600,92.3076923076923,8,4,5.15,6.0,0.858476412735456,1,0,3,674,24,27,10,14,8
Dell,Inspiron 3511 Laptop,"Quad Core, 8 Threads",8,2GB NVIDIA GeForce MX350,Windows 10 OS,15.6,57990,"Quad Core,",2GB,0,0,10.96802586,256,2.0,2073600,92.3076923076923,5,4,3.575,6.0,0.6164856009656837,0,0,6,297,28,11,10,16,5
Realme,Book Slim Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 10 OS,14.0,36999,"Dual Core,",Intel,0,256,10.51864616,256,2.0,2073600,102.85714285714286,3,2,2.1750000000000003,6.0,0.5878537257763724,0,0,20,109,17,126,10,10,17
Xiaomi,RedmiBook Pro 15 Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 10  OS,15.6,53990,"Hexa Core,",AMD,0,512,10.89655412,512,2.0,2073600,92.3076923076923,6,3,4.050000000000001,6.0,0.7501389146138175,0,0,27,511,19,80,9,12,12
Xiaomi,RedmiBook Pro 14 Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 10  OS,14.0,48990,"Hexa Core,",AMD,0,512,10.79937147,512,2.0,2073600,102.85714285714286,6,3,4.050000000000001,6.0,0.8266993263931416,0,0,27,510,19,80,9,12,12
Vaio,SE14 NP14V3IN033P Laptop,"Quad Core, 8 Threads",8,Intel Iris Xe Graphics,Windows 10 OS,14.0,39990,"Quad Core,",Intel,0,512,10.5963847,512,2.0,2073600,102.85714285714286,5,2,3.1,6.0,0.7751937984496124,0,0,24,514,28,123,10,16,17
HP,15s-GR0012AU Laptop,"Dual Core, 4 Threads",8,AMD Radeon Vega 6,Windows 10 OS,15.6,37290,"Dual Core,",AMD,0,0,10.52648047,256,2.0,2073600,92.3076923076923,3,3,2.475,6.0,0.6637168141592921,0,0,9,22,17,84,10,10,12
Microsoft,Surface Laptop 3 1873,"Quad Core, 8 Threads",8,AMD Radeon Vega 9,Windows 10 OS,15.0,60390,"Quad Core,",AMD,0,128,11.00857881,128,2.0,2073600,96.0,5,3,3.2125,6.0,0.5319589335982778,0,0,16,518,28,89,10,16,12
Huawei,MateBook D15 Laptop,"Quad Core, 8 Threads",8,2GB NVIDIA GeForce MX250,Windows 10 OS,15.6,54999,"Quad Core,",2GB,0,256,10.91507028,256,2.0,2073600,92.3076923076923,5,4,3.575,6.0,0.6500118183966981,0,0,11,389,28,10,10,16,5
HP,EliteBook 840 G6,"Quad Core, 8 Threads",8,Integrated UHD Graphics 620,Windows 10 OS,14.0,90464,"Quad Core,",Integrated,0,512,11.41270726,512,2.0,2073600,102.85714285714286,5,2,3.1,6.0,0.3426777502652989,0,0,9,146,28,97,10,16,16
Acer,Swift SF514-52T NX.GTMSI.025 Laptop,"Quad Core, 8 Threads",8,Intel Integrated UHD 620,Windows 10 OS,14.0,54490,"Quad Core,",Intel,0,512,10.90577248,512,2.0,2073600,102.85714285714286,5,2,3.1,6.0,0.5689117269223711,0,0,1,524,28,114,10,16,17
Apple,MacBook Pro 2018 13-inch Touch Bar Laptop,Quad Core,8,Intel Iris Plus Graphics 655,Mac High Sierra OS,13.3,199900,Quad Core,Intel,0,512,12.20557252,512,2.0,2073600,108.27067669172932,5,2,3.1,6.0,0.1550775387693847,0,0,2,385,26,117,6,15,17
Dell,Latitude 13 5320 2 in 1 Laptop,"Quad Core, 8 Threads",8,Intel UHD Graphics,Windows 10  OS,13.3,89999,"Quad Core,",Intel,0,256,11.40755384,256,2.0,2073600,108.27067669172932,5,2,2.975,6.0,0.3305592284358715,0,0,6,353,28,126,9,16,17
Dell,Latitude 9430 Laptop,"10 Cores (2P + 8E), 12 Threads",32,Intel Iris Xe Graphics,Windows OS,14.1,260000,10 Cores,Intel,0,1000,12.46843691,1000,2.0,2073600,102.12765957446808,7,2,4.88828125,6.0,0.1880108173076923,0,0,6,358,1,123,13,0,17
Acer,Aspire Lite 15 AL15-51 2023  Laptop,"Quad Core, 8 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,45999,"Quad Core,",Intel,0,1000,10.73637494,1000,2.0,2073600,92.3076923076923,5,2,3.58828125,6.0,0.7800780995239027,0,0,1,100,28,123,12,16,17
Lenovo,Thinkpad P16s 21BTS0DG00 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel UHD Graphics,Windows 11 OS,16.0,106990,12 Cores,Intel,0,1000,11.58049065,1000,2.0,2073600,90.0,8,2,4.788281250000001,6.0,0.44754474717263304,0,0,14,589,6,126,12,2,17
Lenovo,ThinkPad X1 Carbon 21HMS00000 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14.0,221990,10 Cores,Intel,0,1000,12.31038761,1000,2.0,2073600,102.85714285714286,7,2,4.38828125,6.0,0.19767923104644353,0,0,14,575,1,123,12,0,17
Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,"14 Cores (6P + 8E), 20 Threads",32,8GB NVIDIA GeForce RTX 3070 Ti,Windows 11 OS,16.0,146990,14 Cores,8GB,0,2000,11.89811984,2000,2.0,2073600,90.0,9,8,7.9765625,6.0,0.5426602149806109,1,0,1,482,8,60,12,3,11
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,"Quad Core, 8 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11  OS,15.6,52990,"Quad Core,",4GB,0,512,10.8778585,512,2.0,2073600,92.3076923076923,5,4,3.7,6.0,0.6982449518777127,1,0,3,543,28,27,11,16,8
Acer,Swift 3 SF314-512 NX.K0FSI.002 Laptop,"12 Cores (4P + 8E), 16 Threads",8,Intel Integrated Iris Xe,Windows 11 OS,14.0,59990,12 Cores,Intel,0,512,11.00193316,512,2.0,2073600,102.85714285714286,8,2,4.300000000000001,6.0,0.7167861310218371,0,0,1,520,6,111,12,2,17
Dell,Inspiron 15 3511 Laptop,"Quad Core, 8 Threads",8,Intel Integrated UHD Graphics,Windows 11  OS,15.6,52990,"Quad Core,",Intel,0,512,10.8778585,512,2.0,2073600,92.3076923076923,5,2,3.1,6.0,0.585016040762408,0,0,6,291,28,115,11,16,17
Samsung,Galaxy Book2 15 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,15.6,64490,10 Cores,Intel,0,512,11.07426545,512,2.0,2073600,92.3076923076923,7,2,4.15,6.0,0.6435106218018298,0,0,21,194,1,111,12,0,17
Samsung,Galaxy Book2 Laptop,"12 Cores (4P + 8E), 16 Threads",8,4GB Intel Arc A350M Graphics,Windows 11 OS,15.6,78990,12 Cores,4GB,0,512,11.27707654,512,2.0,2073600,92.3076923076923,8,2,4.300000000000001,6.0,0.5443727054057477,0,0,21,195,6,24,12,2,8
Samsung,Galaxy Book2 15 Laptop,"10 Cores, 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,15.6,59900,"10 Cores,",Intel,0,512,11.00043178,512,2.0,2073600,92.3076923076923,7,2,3.9000000000000004,6.0,0.651085141903172,0,0,21,194,4,123,12,1,17
HP,Pavilion 14-EC1019AU Laptop,"Hexa Core, 12 Threads",16,AMD Radeon AMD,Windows 11 OS,14.0,55990,"Hexa Core,",AMD,0,512,10.93292838,512,2.0,2073600,102.85714285714286,6,3,4.050000000000001,6.0,0.723343454188248,0,0,9,443,19,79,12,12,12
Lenovo,V15-IGL 82C3A008IH Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD,DOS OS,15.6,19990,"Dual Core,",Intel,0,256,9.902987427,256,2.0,2073600,92.3076923076923,3,2,2.0500000000000003,6.0,1.0255127563781892,0,0,14,619,16,112,3,10,17
Realme,Book Prime Laptop,"Quad Core, 8 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14.0,47990,"Quad Core,",Intel,0,512,10.77874793,512,2.0,2073600,102.85714285714286,5,2,3.35,6.0,0.6980620962700562,0,0,20,108,28,123,12,16,17
Samsung,Galaxy Book2 Pro 360 13 Laptop,"Octa Core, 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,112990,"Octa Core,",Intel,0,512,11.6350546,512,2.0,2073600,108.27067669172932,8,2,4.550000000000001,6.0,0.40269050358438807,0,0,21,199,24,123,12,14,17
Samsung,Galaxy Book2 Pro 13 Laptop,"Octa Core, 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,101990,"Octa Core,",Intel,0,512,11.53263005,512,2.0,2073600,108.27067669172932,8,2,4.550000000000001,6.0,0.44612216884008243,0,0,21,198,24,123,12,14,17
Samsung,Galaxy Book2 Pro 360 13 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,102990,12 Cores,Intel,0,512,11.54238718,512,2.0,2073600,108.27067669172932,8,2,4.550000000000001,6.0,0.4417904650936985,0,0,21,199,6,123,12,2,17
Asus,Vivobook 13 Slate OLED T3300KA-LQ122WS Laptop,"Quad Core, 4 Threads",4,Intel UHD Graphics,Windows 11 OS,13.3,33499,"Quad Core,",Intel,0,0,10.41927087,256,2.0,2073600,108.27067669172932,5,2,2.85,6.0,0.8507716648258158,0,0,3,676,27,126,12,16,17
HP,15s-eq2143au Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows OS,15.6,33999,"Quad Core,",AMD,0,512,10.43408639,512,2.0,2073600,92.3076923076923,5,3,3.4,6.0,1.000029412629783,0,0,9,27,28,79,13,16,12
Apple,MacBook Pro 16 inch MK183HN Laptop,10 Cores,16,16-core GPU,Mac OS,16.2,215994,10 Cores,16-core,0,512,12.28300591,512,2.0,2073600,88.88888888888889,7,3,4.45,6.0,0.20602424141411338,0,0,2,383,0,5,7,0,2
Apple,MacBook Pro 14 inch MKGQ3HN Laptop,10 Cores (8P + 2E),16,16-core GPU,Mac OS,14.2,215994,10 Cores,16-core,0,1000,12.28300591,1000,2.0,2073600,101.40845070422536,7,3,4.68828125,6.0,0.21705608720612612,0,0,2,381,3,5,7,0,2
Asus,VivoBook X509FA-BR301T Laptop,"Dual Core, 4 Threads",4,Intel UHD Graphics,Windows 10 OS,15.6,26500,"Dual Core,",Intel,0,0,10.18490001,256,2.0,2073600,92.3076923076923,3,2,2.0500000000000003,6.0,0.7735849056603775,0,0,3,675,17,126,10,10,17
Xiaomi,Mi Notebook Pro X 15 Laptop,"Quad Core, 8 Threads",16,Intel Iris Xe Graphics,Windows 10  OS,15.6,79990,"Quad Core,",Intel,0,512,11.28965691,512,2.0,2073600,92.3076923076923,5,2,3.35,6.0,0.41880235029378676,0,0,27,391,28,123,9,16,17
Dell,Inspiron 5518 Laptop,"Quad Core, 8 Threads",16,Intel Iris Xe Graphics,Windows 10 OS,15.6,68000,"Quad Core,",Intel,0,512,11.12726298,512,2.0,2073600,92.3076923076923,5,2,3.35,6.0,0.49264705882352944,0,0,6,327,28,123,10,16,17
Lenovo,IdeaPad 3 15ITL6 82H8014BIN Laptop,"Quad Core, 8 Threads",8,Intel Integrated Iris Xe,Windows 10 OS,15.6,47925,"Quad Core,",Intel,0,512,10.77739257,512,2.0,2073600,92.3076923076923,5,2,3.1,6.0,0.6468440271257172,0,0,14,227,28,111,10,16,17
Xiaomi,RedmiBook Pro 15 Laptop,"Octa Core, 16 Threads",16,AMD Radeon Graphics,Windows 10  OS,15.6,59990,"Octa Core,",AMD,0,512,11.00193316,512,2.0,2073600,92.3076923076923,8,3,4.85,6.0,0.8084680780130021,0,0,27,511,24,80,9,14,12
Dell,Latitude 3410 Laptop,"Quad Core, 8 Threads",8,Intel HD,Ubuntu OS,14.0,67800,"Quad Core,",Intel,0,512,11.12431747,512,2.0,2073600,102.85714285714286,5,2,3.1,6.0,0.45722713864306785,0,0,6,354,28,100,8,16,17
Microsoft,Surface Laptop 3 1873,"Quad Core, 8 Threads",8,AMD Radeon Vega 9,Windows 10 OS,15.0,60490,"Quad Core,",AMD,0,128,11.01023334,128,2.0,2073600,96.0,5,3,3.2125,6.0,0.5310795172755827,0,0,16,518,28,89,10,16,12
Apple,MacBook Air 2020 Laptop,"Quad Core, 8 Threads",8,Intel Iris Plus,Mac 10.15.3	 OS,13.3,72999,"Quad Core,",Intel,0,256,11.19820102,256,2.0,2073600,108.27067669172932,5,2,2.975,6.0,0.4075398293127303,0,0,2,376,28,116,4,16,17
Apple,MacBook Air 2020 Laptop,"Quad Core, 8 Threads",8,Intel Iris Plus,Mac 10.15.3	 OS,13.3,109999,"Quad Core,",Intel,0,512,11.60822655,512,2.0,2073600,108.27067669172932,5,2,3.1,6.0,0.2818207438249439,0,0,2,376,28,116,4,16,17
Dell,Inspiron 5370 Laptop,"Quad Core, 8 Threads",8,4GB Geforce MX130,Windows 10 OS,13.3,87990,"Quad Core,",4GB,0,256,11.38497845,256,2.0,2073600,108.27067669172932,5,4,3.575,6.0,0.40629617001932045,0,0,6,317,28,23,10,16,8
HP,ZBook 15 G6 Laptop,"Hexa Core, 12 Threads",16,Intel UHD Graphics 630,Windows 10 OS,15.6,121900,"Hexa Core,",Intel,0,512,11.71095632,512,2.0,2073600,92.3076923076923,6,2,3.7500000000000004,6.0,0.30762920426579166,0,0,9,786,19,129,10,12,17
Asus,ZenBook Pro 15 UX580GE-E2032T Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA Geforce GTX 1050Ti,Windows 10 OS,15.6,136490,"Hexa Core,",4GB,0,1000,11.82400663,1000,2.0,2073600,92.3076923076923,6,3,4.288281250000001,6.0,0.31418281559088584,1,0,3,799,19,41,10,12,8
Gigabyte,G5 MF-E2IN313SHLaptop,"12 Cores (4P + 8E), 16 Threads",8,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,143700,12 Cores,6GB,0,512,11.87548307,512,2.0,2073600,92.3076923076923,8,7,5.800000000000001,6.0,0.40361864996520536,1,0,8,172,6,53,12,2,9
HP,15s-er2004AU Laptop,"Octa Core, 16 Threads",16,AMD Radeon,Windows 11 OS,15.6,50490,"Octa Core,",AMD,0,512,10.82953058,512,2.0,2073600,92.3076923076923,8,3,4.85,6.0,0.9605862547039016,0,0,9,29,24,72,12,14,12
Dell,Inspiron 3530 IN3530RMD8W001ORS1 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel UHD Graphics,Windows 11 OS,15.6,71990,10 Cores,Intel,0,1000,11.1842825,1000,2.0,2073600,92.3076923076923,7,2,4.38828125,6.0,0.6095681691901653,0,0,6,310,1,126,12,0,17
Dell,G15-5530 15 2023 Gaming Laptop,14 Cores (6P + 8E),16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,136899,14 Cores,6GB,0,1000,11.82699871,1000,2.0,2073600,92.3076923076923,9,7,6.68828125,6.0,0.48855588791736976,1,0,6,164,7,53,12,3,9
Lenovo,IdeaPad Flex 5 82R9008FIN Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 11 OS,14.0,62990,"Hexa Core,",AMD,0,512,11.05073126,512,2.0,2073600,102.85714285714286,6,3,4.050000000000001,6.0,0.6429591998729958,0,0,14,238,19,80,12,12,12
Asus,Vivobook Go 14 E1404FA-NK547WS Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,14.0,43990,"Quad Core,",AMD,0,512,10.69171761,512,2.0,2073600,102.85714285714286,5,3,3.4,6.0,0.7729029324846556,0,0,3,728,28,79,12,16,12
